charger_id,start_time_mean,start_time_std,con_dur_mean,con_dur_std,start_time_mean_h,cluster
083f7321-7fc1-457e-b1d3-60008a3a0ab1,54075.42105263158,12944.045273159183,14.771459064327486,11.318716314742023,15.02095029239766,1
1239bc55-e66e-43c2-ae86-2073c9f5df83,47966.721649484534,13398.878555951262,1353.4982073310425,13169.499024852976,13.324089347079036,0
12e31b6c-969b-4a0a-b8ad-9be5eb2e5f64,39321.1935483871,9551.835818606289,8.505458937198068,7.532589111909732,10.922553763440861,1
13ab39f6-574c-4065-860b-36145cd86e03,37259.153846153844,11336.433172076537,2.0768467643467643,2.05034264190167,10.349764957264957,1
14733b1c-6f7c-4b7a-8075-c3de0f155762,42987.61855670103,10471.95998691595,14.267757731958763,19.320290696006655,11.941005154639175,1
18970a62-9803-4e39-b447-d5be93bf1bb3,44121.68965517241,7938.007724556852,3.1964341085271317,6.4572583588969685,12.25602490421456,1
1dbc0855-b972-4c4e-86f3-06c6f2554f5c,40775.48314606742,10649.606541080584,1476.8386360799002,13827.770909925744,11.326523096129838,0
24e99152-102f-498e-8b20-067da9e8f1f6,45509.49462365591,13326.21470654222,16.594877538829152,19.768566791718317,12.641526284348865,1
2b50c517-9269-49f2-8737-9c8ebed26084,34111.52525252525,7996.318846109222,3.033358585858586,3.4473483407038716,9.475423681257015,1
2b99c52f-248a-4477-82c7-961bfa93283c,39790.47619047619,14962.705157354807,46.756987951807226,55.60738489205075,11.052910052910052,1
2c3ef44b-826e-43c4-9196-b4bff97c141c,43209.27027027027,13725.73771618716,3.6144044044044046,4.539938726343629,12.002575075075075,1
2d5cda8c-74d8-4566-97e3-5a5a25c81139,38774.666666666664,7955.123301468874,4.028349116161616,4.47680802073962,10.77074074074074,1
30e9e67b-bab2-4731-8c43-e4e5839d75fd,44659.03370786517,10407.2900623569,4.542002314814814,9.399245526454003,12.405287141073659,1
32b69085-f46d-4607-903b-6e16ad64acea,46928.865979381444,8994.235163690577,21.673093171296298,16.634744731144437,13.035796105383735,1
34a78b9a-80b5-40f2-aea8-bf32aa8d8a1a,39443.56701030928,13213.161087140867,8.213532986111112,7.491814036750121,10.956546391752576,1
3cbd2eab-f042-461c-9280-541e4f88c5e0,46958.596153846156,8782.22057143989,1305.103613782051,13229.516433020885,13.044054487179487,0
42caa860-48a0-4249-8aec-394f50eee6cd,47636.08045977011,11169.138807569418,9.382595785440614,8.842585789254795,13.232244572158365,1
42d5717d-feb5-49a3-a7d9-9feb19f841e2,37046.30693069307,9461.268765596475,4.354713888888889,4.783042375807746,10.290640814081408,1
478d7741-5a98-4a2d-bde9-54665320f395,41175.930693069306,15016.948334636718,10.76346088435374,9.906317249819278,11.437758525852585,1
49699d21-6134-4d70-95da-4ff60f07e5fb,41127.35398230088,9269.195412109048,2.5759005847953214,3.4878806286541577,11.424264995083579,1
4b445753-65b1-461c-9c59-ce2856fecebe,50044.307692307695,14720.221153752565,10.811947496947496,9.142507126388285,13.901196581196581,1
4bd88e02-c935-43ba-b7f1-89b9957ffcbb,42741.5,14022.435295460797,1444.5592240338165,13649.319493711386,11.872638888888888,0
4c1a350f-ad4e-43bf-bfd8-661d7cd5e767,38658.57142857143,13090.512394540126,10.070704545454545,12.302197635059025,10.738492063492064,1
4d38419e-1ebb-4d11-bc61-48b6d50a5f73,42424.23,16945.059070005023,2.5098849607182943,2.517580085013748,11.784508333333335,1
4e4eb9aa-e433-468b-a962-bb62760781c6,47730.88495575221,14919.693464842396,16.56980654761905,14.455509992570688,13.258579154375614,1
4edd5f7b-fdf9-48f7-bf15-f252fd125925,42732.04494382023,16106.36208001368,11.851631944444444,12.365871151946903,11.870012484394508,1
5197f962-a33c-4ed2-8a8f-9eab748cfc79,46625.53921568627,13850.17382145746,1307.603112745098,13142.371168616173,12.951538671023965,0
53779079-5ec8-49af-b31e-c69606e4b695,37948.20353982301,9757.896446284718,4.444970760233918,7.078025529209241,10.541167649950836,1
56e2e81e-390a-4de0-bb43-880f9f1ebb4a,37149.347368421055,10678.107960312727,1434.1559856630822,13758.571138038516,10.319263157894737,0
5728979b-f1dc-4aa4-8652-c55b282a39f7,55604.96842105263,19094.59161004265,7.3939327485380115,6.16321041200153,15.445824561403509,1
583cb7c5-842b-4fa1-bebe-d1beff4c236b,48260.69306930693,14643.14729335369,1313.7496232123212,13109.713155374448,13.40574807480748,0
59f6ce25-e266-4469-9515-02246a5c526a,46407.23300970874,14521.264914926931,1276.9259061488674,12863.250530416366,12.890898058252427,0
5b05efbc-eb59-4dc3-b7e0-ee16958676e2,41656.550561797754,10258.622024480892,1488.5711423220973,14004.34367108821,11.57126404494382,0
5cf1b6ea-48bf-4605-8823-11c2a4a01034,46183.70873786408,14881.713187819834,12.793627645502646,14.045146077623945,12.828807982740022,1
6130c2f0-fd33-4866-9088-baae21a24455,37234.33913043478,6941.50095236621,2.979868270332188,1.8033961967767493,10.342871980676328,1
61610f1b-bd21-490e-b9c1-0428024d1375,46974.152,16580.027559928843,13.03802888888889,21.519871837446413,13.048375555555555,1
663d5450-4ba5-4d29-b153-bab6440d3705,42244.86956521739,6778.541749265551,1.6791092995169081,1.0500160679446808,11.734685990338164,1
685480d0-d314-49d6-be24-2d9104f8a966,47047.12195121951,11439.914835423137,1608.7113443072703,14401.411994798722,13.068644986449863,0
70d248ff-3bd1-4378-af0b-21b97768bacd,48039.724137931036,17361.663732896628,1567.2157950191572,14451.297004063532,13.344367816091955,0
70fd393b-08f1-4f2e-99ce-365350a97023,45642.730337078654,11821.386662782037,14.916805555555555,14.761032703411821,12.67853620474407,1
72f7be69-72fa-4b78-a428-c091371fddd8,44067.839622641506,14619.834005400431,1248.1153756613758,12657.861427521359,12.241066561844862,0
734d372b-980c-4e3b-baaf-ac19169ce737,48472.469879518074,13636.050174962016,18.248529810298106,16.948125658585855,13.464574966532798,1
74a8fe18-c5d5-4d51-bf4e-165634dfcadb,49241.98130841122,14840.892275965656,1248.7572923156802,12761.690188927314,13.678328141225338,0
792cf40a-8c60-49ba-a3a1-0ed83c865022,41865.620689655174,13442.178090625417,1148.4105220306512,12252.278041143632,11.62933908045977,0
7a87a7db-51df-486a-b15e-3b12e1fce6c3,39105.63333333333,9882.720834302872,2.5961265432098766,2.955405668139327,10.862675925925926,1
7af30b7a-1d3f-4f88-bf95-d5bc004262d1,42607.01834862385,10170.774700073744,1231.378980632008,12796.66937751754,11.835282874617738,0
82306d87-da8b-4a1d-9c78-941a4dd9c22c,34835.51685393258,11830.307861313784,1535.0598011363638,14364.407379469863,9.676532459425717,0
83926ea6-b722-4acc-b005-51775f8227f9,50567.651162790695,14155.80363190717,8.806333979328166,6.553893184709307,14.04656976744186,1
83ea829d-debc-4352-bde8-5d8ff94833cc,37947.40217391304,7119.387682121745,2.288734903381642,1.4836843944437959,10.540945048309178,1
858cb772-522f-47f9-92aa-0445448f8d60,40593.13513513513,8892.502701700703,1221.0013438438439,12824.376167037752,11.27587087087087,0
859986fa-b469-4069-9d53-a8bb0ba61ded,55520.33644859813,13933.530595899467,16.415418069584735,12.65930577704146,15.422315680166147,1
88516816-d6df-4ad3-9d12-e67b9354a041,53413.686274509804,13438.794713297262,1308.013287037037,12927.929173337927,14.837135076252723,0
8bdcd05d-4f0d-4dcc-a0b4-f2aec615c4d6,40271.7,16429.903976492606,9.186591666666667,12.018588247506905,11.186583333333333,1
8c700c15-6179-48fb-808a-15a074ba89c8,46213.41904761905,9243.788014724922,21.778119658119657,20.0623795057188,12.837060846560847,1
8e4345f9-861c-4007-aa27-028d44d467da,38016.21649484536,12846.523619598096,3.950546875,3.018661721811434,10.560060137457043,1
8fe45ab0-c5b3-446f-abe8-27ff4caf5930,47607.43157894737,16275.44624590206,6.72682328605201,9.599641720803572,13.224286549707603,1
940a76f6-33fb-4573-af6f-1715196f5aa6,50663.386666666665,13306.68405630485,7.886912962962963,7.505343734128462,14.073162962962963,1
9582980b-cb01-4d3b-98ef-679839daabdd,55771.181818181816,19498.971136751024,6.507844065656565,4.514214173954742,15.491994949494948,1
95cb5998-7e26-4115-9103-22ca9382945f,49829.243902439026,11706.102871306248,46.15035322359396,44.961478968747485,13.841456639566395,1
99261149-522c-40d2-9249-7600089fc949,45623.623529411765,9304.96485110998,15.378961640211642,19.24572358361984,12.673228758169934,1
9e4eba31-cc44-4355-bd13-98242d8f9865,45510.78929384966,12209.682314695649,4.001859339407745,5.76086776272343,12.64188591495824,1
a000c2d5-046f-4898-bab7-160eaaf94700,28710.90099009901,11243.522727779717,5.252161111111111,2.435170718095317,7.975250275027503,1
a61b7265-85a7-408b-a4fa-def58088067e,44839.13274336283,7580.458540720281,2383.8620132743367,17707.458134011456,12.45531465093412,2
a711d069-0d7d-4f9c-b2e3-22c91b213c21,49818.510869565216,15019.530460823895,1420.8307548309178,13524.86208318032,13.838475241545893,0
abb4d955-c128-4e3e-b2e7-86801148efbd,48921.4224137931,13390.898570460564,1151.7615253831416,12341.715851685458,13.589284003831416,0
abe94057-cc11-41c2-8c6b-03f13d088a90,37853.31958762887,10631.429686455618,3.7472966781214203,2.661760788760851,10.514810996563574,1
ad476aed-bd8c-4efe-b336-f1fc05fa2013,41135.4606741573,12368.144998576883,6.583539325842696,7.323355412201463,11.426516853932583,1
b127c4ba-314e-4b04-8064-37c70d10a085,40229.32258064516,12630.72274530336,14.182084826762244,32.250415319382334,11.174811827956988,1
b43f9455-93fc-4528-8d73-15f530352329,52767.91208791209,18043.40067827099,1445.0429517704517,13728.332228548094,14.657753357753359,0
b4452ea0-8f4a-44cb-8b57-c1559e9883bb,46461.18085106383,12870.584586202644,1409.1391932624117,13604.169830394765,12.905883569739952,0
b85b81f2-fc46-4cf3-9b34-c81ecafe96a6,48053.307692307695,14096.649072813412,1451.3349633699636,13673.9862828027,13.348141025641027,0
bc7ad6b5-1bb6-40a9-8be7-77bd5cea0d3d,44343.87096774193,9027.539858467155,2.7605406212664274,1.5404503668969796,12.31774193548387,1
bd25ebf8-1fc6-4ecc-a090-6f15633f1f4e,39974.77570093458,17373.28333493723,5.800786163522012,4.745213661493766,11.104104361370716,1
be1f75eb-66d7-40cd-a831-57e8258e9f0c,46768.09345794393,9810.836576500798,18.87416394335512,13.612297449001009,12.99113707165109,1
bee7ebb5-df63-40d2-ab08-b914d7f4bcae,50092.142857142855,12043.902007355033,1025.5293462823727,11715.038187832357,13.914484126984126,0
bf776701-23a2-4bae-a8b1-24ca88fdd0e1,50124.356060606064,13985.479922897886,6.148011363636364,7.86780381556119,13.92343223905724,1
cef86fac-bb82-4b85-841c-5d0fbeae2345,35280.264462809915,14525.311800880896,6.359953314659197,7.498153386858491,9.800073461891643,1
d20b6e98-2e39-429a-9f51-9ff1716a3e1a,51939.3738317757,16074.037949746004,1256.8857061266874,12936.456018231196,14.427603842159916,0
d822b249-40df-4ec3-85c4-6d50fb19c403,44181.42424242424,13008.83298981724,1327.8407744107744,13159.601264469919,12.272617845117844,0
d92848b8-c05b-4c0d-928f-fdba579c08e3,49755.03333333333,16228.843404793313,1470.9659166666665,13923.42912722137,13.820842592592593,0
da7271f2-fd35-4308-8041-7a375a7ea6c0,42437.623762376235,13724.212309529086,18.581030555555557,21.174677625793137,11.788228822882287,1
db640431-65c8-407b-b5a6-b78845d7349b,37803.70212765958,9301.93307095652,1458.367406400966,13951.434072665292,10.501028368794326,0
dcc6cfb4-8d92-4930-a5f0-732dfea4cf24,39712.294117647056,10841.523944418092,6.333823529411764,12.125426413173443,11.031192810457515,1
df0b3099-7ffb-45db-9546-5148f48c7a1a,50354.76530612245,16225.902856268185,12.547677548682705,9.214223156023348,13.987434807256236,1
e1104756-be07-471f-896e-ed5db32738d5,24700.647058823528,14124.331221958695,4.825192307692308,4.6903558956512335,6.861290849673202,1
e7455b79-bd6d-40c2-994f-374d2afd33b0,43222.51063829787,10540.806066527537,2.8719089834515366,1.5146441410918405,12.006252955082742,1
e8cfcdf9-c4fd-4189-97e0-cbcf0ee89ac6,45575.32989690721,11729.89439310379,9.835298032407408,10.44855137846653,12.659813860252003,1
fb1ad464-dbc6-482b-ac69-57932fe9d7cf,42342.23863636364,10083.320206691542,2.5374872286079184,2.4262500821529267,11.761732954545456,1
fdf8a272-6eeb-4339-8294-e3f408c28c5b,39381.629213483146,7783.297678920057,1531.8851357323233,14334.309430984593,10.939341448189763,0
ff870cef-9ebb-4e3b-9706-a244f63337fd,57519.5,11068.859650293463,12.115237268518518,6.113941775702341,15.977638888888889,1
